id,česky,english,pronunciation
706,tkáň,tissue,/tɪsjuː/
707,pití,drinking,/drɪŋkɪŋ/
708,poslech,listening,/lɪsənɪŋ/
709,sledování,watching,/wɑːʧɪŋ/
710,někdo,somebody,/sʌmbɑːdiː/
711,ven,out,/aʊt/
712,vlna,wave,/weɪv/
713,bez,without,/wɪθaʊt/
714,informace,information,/ɪnfɜːrmeɪʃən/
715,studio,studio,/stuːdiːəʊ/
716,vědec,scientist,/saɪəntɪst/
717,jemu,him,/hɪm/
718,nás,us,/ʌs/
719,mýt,wash,/wɑːʃ/
720,zoo,zoo,/zuː/
721,kdekoliv,anywhere,/eɪniːwɛr/
722,byli,were,/wɜːr/
723,šílený,mad,/mæd/
724,stáhnout data,download,/daʊnləʊd/
725,důvěra,confidence,/kɑːnfədəns/
726,za,beyond,/bɪɑːnd/
727,schválení,approval,/əpruːvəl/
728,stálost,stability,/stəbɪlɪtiː/
729,tvořivý,creative,/kriːeɪtɪv/
730,uspokojení,satisfaction,/sætəsfækʃən/
731,zpětná vazba,feedback,/fiːdbæk/
732,etický,ethical,/eɪθɪkəl/
733,přibližně,approximately,/əprɑːksəmətliː/
734,v podstatě ,essentially,/ɛseɪnʃəliː/
735,zdvořilost,courtesy,/kɜːrtəsiː/
736,patrně,apparently,/əpeɪrəntliː/
737,podnět,initiative,/ɪnɪʃətɪv/
738,každý,everyone,/eɪvriːwən/
739,navzdory,despite,/dɪspaɪt/
740,nejrůznější,miscellaneous,/mɪsəleɪniːəs/
741,spolupráce,cooperation,/kəʊɑːpɜːreɪʃən/
742,vstupní,input,/ɪnpʊt/
743,cenově dostupný,affordable,/əfɔːrdəbəl/
744,exkluzivní,exclusive,/ɪkskluːsɪv/
745,obnovit,restore,/rɪstɔːr/
746,zažalovat,sue,/suː/
747,firewall,firewall,/faɪrwɑːl/
748,ignorovat,ignore,/ɪgnɔːr/
749,vir,virus,/vaɪrəs/
750,do,to,/tuː/
751,jeho,its,/ɪts/
752,jejich,their,/ðeɪr/
753,náš,our,/aʊɜːr/
754,oni,they,/ðeɪ/
755,zápor u slovesa,not,/nɑːt/
756,skupina,group,/gruːp/
757,stereo,stereo,/steɪriːəʊ/
758,robot,robot,/rəʊbɑːt/
759,zavřený,closed,/kləʊzd/
760,prodej,selling,/seɪlɪŋ/
761,příručka,guide,/gaɪd/
762,automatizovaný,automated,/ɔːtəmeɪtɪd/
763,hrnec,pot,/pɑːt/
764,směna strávníků,sitting,/sɪtɪŋ/
765,velkolepý,spectacular,/spɛktækjəlɜːr/
766,jaderný,nuclear,/nuːkliːɜːr/
767,táboření,camping,/kæmpɪŋ/
768,bylinný,herbal,/ɜːrbəl/
769,čestný,honest,/ɑːnəst/
770,demokratický,democratic,/dɛməkrætɪk/
771,baseball,baseball,/beɪsbɔːl/
772,diagnóza,diagnosis,/daɪəgnəʊsəs/
773,psychologický,psychological,/saɪkəlɑːʤɪkəl/
774,vlk,wolf,/wʊlf/
775,blogger,blogger,/blɔːgɜːr/
776,procházení,browsing,/braʊzɪŋ/
777,snadno,easily,/iːzəliː/
778,bohatství,wealth,/weɪlθ/
779,humanitní vědy,arts,/ɑːrts/
780,klasický,classical,/klæsɪkəl/
781,zastřešený,covered,/kʌvɜːrd/
782,vážný,serious,/sɪriːəs/
783,rostoucí,increasing,/ɪnkriːsɪŋ/
784,úhel,angle,/æŋgəl/
785,vzácný,precious,/preɪʃəs/
786,přimo,directly,/dɜːreɪktliː/
787,dřívější,earlier,/ɜːrliːɜːr/
788,sotva,hardly,/hɑːrdliː/
789,oblačný,cloudy,/klaʊdiː/
790,sopořádaný,ordered,/ɔːrdɜːrd/
791,menší,smaller,/smɔːlɜːr/
792,severní,northern,/nɔːrðɜːrn/
793,východní,eastern,/iːstɜːrn/
794,napsaný,written,/rɪtən/
795,požadovaný,required,/riːkwaɪɜːrd/
796,dřevěný,wooden,/wʊdən/
797,učený,learned,/lɜːrnd/
798,kladný,positive,/pɑːzətɪv/
799,běžný,ordinary,/ɔːrdənɛriː/
800,oholený,shaved,/ʃeɪvd/
801,spokojený,satisfied,/sætəsfaɪd/
802,tichý,silent,/saɪlənt/
803,zpříma,straight,/streɪt/
804,šedivý,gray,/greɪ/
805,hlavně,primarily,/praɪmeɪrəliː/
806,taxík,cab,/kæb/
807,předseda,chairman,/ʧeɪrmən/
808,výbor,committee,/kəmɪtiː/
809,konference,conference,/kɑːnfɜːrəns/
810,autorské právo,copyright,/kɑːpiːraɪt/
811,tatínek,daddy,/dædiː/
812,odjezd,departure,/dɪpɑːrʧɜːr/
813,zkáza,destruction,/dɪstrʌkʃən/
814,zdravotně postižený,disabled,/dɪseɪbəld/
815,rozmanitý,diverse,/daɪvɜːrs/
816,domácí,domestic,/dəmeɪstɪk/
817,věnovat,donate,/dəʊneɪt/
818,tucet,dozen,/dʌzən/
819,kterýkoliv,either,/iːðɜːr/
820,encyklopedie,encyclopedia,/ɪnsaɪkləpiːdiːə/
821,stávající,existing,/ɪgzɪstɪŋ/
822,existence,existence,/ɛgzɪstəns/
823,nepřítomnost,absence,/æbsəns/
824,přístup,access,/æksɛs/
825,přesný,accurate,/ækjɜːrət/
826,aktivní,active,/æktɪv/
827,přiměřený,adequate,/ædəkwət/
828,dříve,formerly,/fɔːrmɜːrliː/
829,zahrádkářství,gardening,/gɑːrdənɪŋ/
830,globus,globe,/gləʊb/
831,zlatý,golden,/gəʊldən/
832,přístav,harbor,/hɑːrbɜːr/
833,porce,helping,/heɪlpɪŋ/
834,palec,inch,/ɪnʧ/
835,začlenění,integration,/ɪntəgreɪʃən/
836,radost,joy,/ʤɔɪ/
837,pozdější,latter,/lætɜːr/
838,játra,liver,/lɪvɜːr/
839,metro,metro,/meɪtrəʊ/
840,velkoměstský,metropolitan,/mɛtrəpɑːlətən/
841,motorka,motorcycle,/məʊtɜːrsaɪkəl/
842,bezdrátový,wireless,/waɪrlɪs/
843,ušlechtilý,noble,/nəʊbəl/
844,početný,numerous,/nuːmɜːrəs/
845,chránit,protect,/prəteɪkt/
846,zjevný,obvious,/ɑːbviːəs/
847,pryč z,off,/ɔːf/
848,výstupní,output,/aʊtpʊt/
849,vlastnictví,ownership,/əʊnɜːrʃɪp/
850,přehlídka,parade,/pɜːreɪd/
851,ráj,paradise,/peɪrədaɪs/
852,na,per,/pɜːr/
853,slovní obrat,phrase,/freɪz/
854,lékař,physician,/fəzɪʃən/
855,borovice,pine,/paɪn/
856,pizza,pizza,/piːtsə/
857,prezidentský,presidential,/prɛzədeɪnʃəl/
858,soukromí,privacy,/praɪvəsiː/
859,zadní část,rear,/rɪr/
860,krajový,regional,/riːʤənəl/
861,skalnatý,rocky,/rɑːkiː/
862,ragby,rugby,/rʌgbiː/
863,zastřihnout,trim,/trɪm/
864,krocan,turkey,/tɜːrkiː/
865,valentinka,valentine,/væləntaɪn/
866,přes,via,/vaɪə/
867,doplňky,accessories,/əkseɪsɜːriːz/
868,salát,salad,/sæləd/
869,družice,satellite,/sætəlaɪt/
870,uspokojit,satisfy,/sætəsfaɪ/
871,schéma,scheme,/skiːm/
872,tajemník,secretary,/seɪkrətɛriː/
873,prostředí,setting,/seɪtɪŋ/
874,lodní doprava,shipping,/ʃɪpɪŋ/
875,trochu,somewhat,/sʌmwʌt/
876,jihovýchodní,southeast,/saʊθiːst/
877,akustický,acoustic,/əkuːstɪk/
878,vznešený,august,/ɑːgəst/
879,sympozium,symposium,/sɪmpəʊziːəm/
880,zodpovědnost,accountability,/əkaʊntəbɪlɪtiː/
881,kotouč,disc,/dɪsk/
882,přijetí,acceptance,/əkseɪptəns/
883,zvýšený,added,/ædəd/
884,dodatečný,additional,/ədɪʃənəl/
885,drát,wire,/waɪɜːr/
886,přijatelný,acceptable,/əkseɪptəbəl/
887,správní,administrative,/ədmɪnəstreɪtɪv/
888,boj,combat,/kɑːmbət/
889,popel,ash,/æʃ/
890,maličký,tiny,/taɪniː/
891,hliník,aluminum,/əluːmənəm/
892,video,video,/vɪdiːəʊ/
893,výpomoc,assistance,/əsɪstəns/
894,naprostý,absolute,/æbsəluːt/
895,auto,auto,/ɔːtəʊ/
896,zadaný úkol,assignment,/əsaɪnmənt/
897,podrobný,detailed,/dɪteɪld/
898,tabák,tobacco,/təbækəʊ/
899,povědomí,awareness,/əweɪrnəs/
900,spolupráce,collaboration,/kəlæbɜːreɪʃən/
901,cukrovka,diabetes,/daɪəbiːtiːz/
902,každoročně,annually,/ænjuːəliː/
903,abstraktní,abstract,/əbstrækt/
904,účetnictví,accounting,/əkaʊntɪŋ/
905,akademický,academic,/ækədeɪmɪk/
906,stránka,aspect,/æspɛkt/
907,přežití,survival,/sɜːrvaɪvəl/
908,naživu,alive,/əlaɪv/
909,vnímající,aware,/əweɪr/
910,inzerát,ad,/æd/
911,získání,acquisition,/ækwəzɪʃən/
912,podle,according,/əkɔːrdɪŋ/
913,technologický,technological,/tɛknəlɑːʤɪkəl/
914,hej,hey,/heɪ/
915,jihozápadní,southwest,/saʊθweɪst/
916,probírat se,browse,/braʊz/
917,zdrhovadlo,zip,/zɪp/
918,zápas,wrestling,/reɪslɪŋ/
919,zubní,dental,/deɪntəl/
920,vzdělávací,educational,/ɛʤəkeɪʃənəl/
921,rovnost,equality,/ɪkwɑːlətiː/
922,fanoušek,fan,/fæn/
923,zarámovaný,framed,/freɪmd/
924,rozumová schopnost,intelligence,/ɪnteɪləʤəns/
925,vedení,leadership,/liːdɜːrʃɪp/
926,literární,literary,/lɪtɜːrɛriː/
927,magnetický,magnetic,/məgneɪtɪk/
928,muž,male,/meɪl/
929,mediální,media,/miːdiːə/
930,výsledek,outcome,/aʊtkəm/
931,vnější,outer,/aʊtɜːr/
932,náhled,outlook,/aʊtlʊk/
933,fotografický,photographic,/fəʊtəgræfɪk/
934,možná,possibly,/pɑːsəbliː/
935,přesnost,precision,/priːsɪʒən/
936,rehabilitace,rehabilitation,/riːhəbɪləteɪʃən/
937,úleva,relief,/rɪliːf/
938,v tomto pořadí,respectively,/rɪspeɪktɪvliː/
939,stoh (slámy),rick,/rɪk/
940,sexuální,sexual,/seɪkʃuːəl/
941,sexy,sexy,/seɪksiː/
942,chirurgický,surgical,/sɜːrʤɪkəl/
943,jedovatý,toxic,/tɑːksɪk/
944,zpřístupněno,accessed,/æksɛst/
945,akreditovaný,accredited,/əkreɪdɪtɪd/
946,akrobat,acrobat,/ækrəbæt/
947,adaptér,adapter,/ədæptɜːr/
948,dále,additionally,/ədɪʃənəliː/
949,adresování,addressing,/ədreɪsɪŋ/
950,papírování,admin,/ædmɪn/
951,uznaný,admitted,/ədmɪtɪd/
952,vepřovice,adobe,/ədəʊbiː/
953,zemědělský,ag,/æg/
954,zaměřen,aimed,/eɪmd/
955,aljašský,alaska,/əlæskə/
956,pozměněný,amended,/əmeɪndɪd/
957,řitní,anal,/eɪnəl/
958,kdokoliv,anyone,/eɪniːwən/
959,objevování se,appearing,/əpɪrɪŋ/
960,podloubí,arcade,/ɑːrkeɪd/
961,archivovaný,archived,/ɑːrkaɪvd/
962,vznikající,arising,/ɜːraɪzɪŋ/
963,umělecké dílo,artwork,/ɑːrtwɜːrk/
964,docházení,attending,/əteɪndɪŋ/
965,mítink,rally,/ræliː/
966,hora (skotsky),ben,/beɪn/
967,bestialita,bestiality,/bɛsʧælɪtiː/
968,větší,bigger,/bɪgɜːr/
969,obušek,billy,/bɪliː/
970,bingo,bingo,/bɪŋgəʊ/
971,biologický,biological,/baɪəlɑːʤɪkəl/
972,biotechnologie,biotechnology,/baɪəʊtɛknɑːləʤiː/
973,kouření,blowjob,/bləʊʤɑːb/
974,bobík,bobby,/bɑːbiː/
975,přinášející,bringing,/brɪŋɪŋ/
976,rozhlasové vysílání,broadcasting,/brɔːdkæstɪŋ/
977,nakupování,buying,/baɪɪŋ/
978,uloženo v rychlé vyrovnávací paměti,cached,/kæʃt/
979,vápník,calcium,/kælsiːəm/
980,videokamera,camcorder,/kæmkɔːrdɜːr/
981,mys,cape,/keɪp/
982,kasino,casino,/kəsiːnəʊ/
983,obstarávání potravin,catering,/keɪtɜːrɪŋ/
984,působící,causing,/kɑːzɪŋ/
985,síh,cisco,/sɪskəʊ/
986,citace,citation,/saɪteɪʃən/
987,citovaný,cited,/saɪtəd/
988,klinický,clinical,/klɪnəkəl/
989,barevný,colored,/kʌlɜːrd/
990,obchod,commerce,/kɑːmɜːrs/
991,slučitelnost,compatibility,/kəmpætəbɪlətiː/
992,slučitelný,compatible,/kəmpætəbəl/
993,stlačený,compressed,/kəmpreɪst/
994,nastavení,configuration,/kənfɪgjɜːreɪʃən/
995,konfigurovat,configure,/kənfɪgjɜːr/
996,konžský,congo,/kɑːŋgəʊ/
997,kongresový,congressional,/kəngreɪʃənəl/
998,scelování,consolidation,/kənsɑːlədeɪʃən/
999,obsahující,containing,/kənteɪnɪŋ/
1000,pokračující,continuing,/kəntɪnjuːɪŋ/
1001,bednář,cooper,/kuːpɜːr/
1002,správně,correctly,/kɜːreɪktliː/
1003,poradenství,counseling,/kaʊnsəlɪŋ/
1004,kormidelník (veslice),cox,/kɑːks/
1005,výstřik semene,cumshot,N/A
1006,dánský,danish,/deɪnɪʃ/
1007,rozhodnutý,decided,/dɪsaɪdɪd/
1008,považovaný,deemed,/diːmd/
1009,žleb,dell,/deɪl/
1010,luxusní,deluxe,/dəlʌks/
1011,odvozený,derived,/dɜːraɪvd/
1012,zničený,destroyed,/dɪstrɔɪd/
1013,detekovaný,detected,/dɪteɪktəd/
1014,schéma,diagram,/daɪəgræm/
1015,rozměrový,dimensional,/dɪmeɪnʃənəl/
1016,jídelní,dining,/daɪnɪŋ/
1017,diskutovaný,discussed,/dɪskʌst/
1018,zobrazování,displaying,/dɪspleɪɪŋ/
1019,distribuovaný,distributed,/dɪstrɪbjətəd/
1020,doktor,doc,/dɑːk/
1021,dokumentace,documentation,/dɑːkjəmɛnteɪʃən/
1022,dvojí,dual,/duːəl/
1023,trvání,duration,/dʊreɪʃən/
1024,eben,ebony,/eɪbəniː/
1025,ekologie,ecology,/ɪkɑːləʤiː/
1026,editovaný,edited,/eɪdətəd/
1027,ejakulace,ejaculation,/iːʤækjuːleɪʃən/
1028,elektronický,electronic,/ɪlɛktrɑːnɪk/
1029,elektronika,electronics,/ɪlɛktrɑːnɪks/
1030,základní,elementary,/ɛləmeɪntriː/
1031,skončený,ended,/eɪndəd/
1032,zajišťující,ensuring,/ɛnʃʊrɪŋ/
1033,vybavený,equipped,/ɪkwɪpt/
1034,vyjma,excluding,/ɪkskluːdɪŋ/
1035,očekávaný,expected,/ɪkspeɪktəd/
1036,zkušený,experienced,/ɪkspɪriːənst/
1037,vysvětlený,explained,/ɪkspleɪnd/
1038,fetiš,fetish,/feɪtɪʃ/
1039,méně,fewer,/fjuːɜːr/
1040,boj,fighting,/faɪtɪŋ/
1041,jméno souboru,filename,/faɪlneɪm/
1042,filtrování,filtering,/fɪltɜːrɪŋ/
1043,financování,financing,/fənænsɪŋ/
1044,rybář,fisher,/fɪʃɜːr/
1045,ruka v kundě,fisting,N/A
1046,napření,focusing,/fəʊkəsɪŋ/
1047,obuv,footwear,/fʊtwɛr/
1048,zapomenutý,forgotten,/fɜːrgɑːtən/
1049,svobodný sedlák,franklin,/fræŋklɪn/
1050,bezplatný software,freeware,/friːwɛr/
1051,funkčnost,functionality,/fəŋkʃənælɪtiː/
1052,získaný,gained,/geɪnd/
1053,hraní,gaming,/geɪmɪŋ/
1054,gama,gamma,/gæmə/
1055,skupina mužů souložící s jednou osobou,gangbang,N/A
1056,dal,gave,/geɪv/
1057,gel,gel,/ʤeɪl/
1058,gen,gene,/ʤiːn/
1059,generující,generating,/ʤeɪnɜːreɪtɪŋ/
1060,genetický,genetic,/ʤəneɪtɪk/
1061,žánr,genre,/ʒɑːnrə/
1062,dávající,giving,/gɪvɪŋ/
1063,pakůň,gnu,/nuː/
1064,vládnutí,governance,/gʌvɜːrnəns/
1065,grahamův chléb,graham,/greɪəm/
1066,rostocí,growing,/grəʊɪŋ/
1067,zaručený,guaranteed,/gɛrəntiːd/
1068,stará britská mince,guinea,/gɪniː/
1069,příručka,handbook,/hændbʊk/
1070,hazardní,hazardous,/hæzɜːrdəs/
1071,sluchátka,headset,/heɪdsɛt/
1072,léčení,healing,/hiːlɪŋ/
1073,herce,hearts,/hɑːrts/
1074,zde,herein,/hɪrɪn/
1075,najímání,hiring,/haɪrɪŋ/
1076,svatý,holy,/həʊliː/
1077,domovská stránka,homepage,/həʊmpeɪʤ/
1078,koňská síla,hp,/eɪʧpiː/
1079,konfeta,chad,/ʧæd/
1080,cholesterol,cholesterol,/kəleɪstɜːrɔːl/
1081,vybírání,choosing,/ʧuːzɪŋ/
1082,identifikující,identifying,/aɪdeɪntəfaɪɪŋ/
1083,ilustrovaný,illustrated,/ɪləstreɪtəd/
1084,implementovaný,implemented,/ɪmpləmɛntəd/
1085,nepřímo vyjádřený,implied,/ɪmplaɪd/
1086,uložený (pokuta ap.),imposed,/ɪmpəʊzd/
1087,incest,incest,/ɪnsɛst/
1088,zahrnutý,included,/ɪnkluːdəd/
1089,zvýšený,increased,/ɪnkriːst/
1090,indexovaný,indexed,/ɪndɛkst/
1091,informace,info,/ɪnfəʊ/
1092,informační,informational,/ɪnfɜːrmeɪʃənəl/
1093,infrastruktura,infrastructure,/ɪnfrəstrʌkʧɜːr/
1094,zájezdní hostinec,inn,/ɪn/
1095,klávesa Insert,ins,/ɪnz/
1096,zasvěcenec,insider,/ɪnsaɪdɜːr/
1097,nainstalovaný,installed,/ɪnstɔːld/
1098,instalování,installing,/ɪnstɔːlɪŋ/
1099,instruktážní,instructional,/ɪnstrʌkʃənəl/
1100,pohřbít,inter,/ɪntɜːr/
1101,interaktivní,interactive,/ɪntɜːræktɪv/
1102,mezirasový,interracial,/ɪntɜːrreɪʃəl/
1103,úvod,intro,/ɪntrəʊ/
1104,představit,introduce,/ɪntrəduːst/
1105,investování,investing,/ɪnveɪstɪŋ/
1106,zahrnující,involving,/ɪnvɑːlvɪŋ/
1107,ostrov,isle,/aɪl/
1108,sojka,jay,/ʤeɪ/
1109,džez,jazz,/ʤæz/
1110,pracovní místa,jobs,/ʤɑːbz/
1111,kafe,joe,/ʤəʊ/
1112,známý,known,/nəʊn/
1113,lambda,lambda,/læmdə/
1114,latex,latex,/leɪtɛks/
1115,učení,learning,/lɜːrnɪŋ/
1116,osvobození,lib,/lɪb/
1117,licencovaný,licensed,/laɪsənst/
1118,oblíbený,liked,/laɪkt/
1119,gramotnost,literacy,/lɪtɜːrəsiː/
1120,protokolovaný,logged,/lɔːgd/
1121,protokolování,logging,/lɔːgɪŋ/
1122,logický,logical,/lɑːʤɪkəl/
1123,přihlášení,login,/lɔːgɪn/
1124,logistika,logistics,/ləʤɪstɪks/
1125,vyhledávání,lookup,/lʊkəp/
1126,lotos,lotus,/ləʊtəs/
1127,plášť do deště,macintosh,/mækəntɔːʃ/
1128,madona,madonna,/mədɑːnə/
1129,udržovaný,maintained,/meɪnteɪnd/
1130,nákupní středisko,mall,/mɔːl/
1131,vyrobený,manufactured,/mænjəfækʧɜːrd/
1132,jiřička,martin,/mɑːrtən/
1133,masivní,massive,/mæsɪv/
1134,matematický,mathematical,/mæθəmætɪkəl/
1135,odměrný,measuring,/meɪʒɜːrɪŋ/
1136,mega,mega,/meɪgə/
1137,mechanický,mechanical,/məkænɪkəl/
1138,síť,mesh,/meɪʃ/
1139,odesílání zpráv,messaging,/meɪsɪʤɪŋ/
1140,metabolismus,metabolism,/mətæbəlɪzəm/
1141,midisukně,midi,/miːdiː/
1142,mikrák,mike,/maɪk/
1143,mlynář,miller,/mɪlɜːr/
1144,minimální,minimal,/mɪnəməl/
1145,pohyblivost,mobility,/məʊbɪlətiː/
1146,zkratka modulo,mod,/mɔːd/
1147,modelování,modeling,/mɑːdəlɪŋ/
1148,moderátor,moderator,/mɑːdɜːreɪtɜːr/
1149,modul,module,/mɑːʤuːl/
1150,molekulární,molecular,/məleɪkjəlɜːr/
1151,genetika,genetics,/ʤəneɪtɪks/
1152,namontovaný,mounted,/maʊntəd/
1153,míle za hodinu,mph,/eɪmpiːeɪʧ/
1154,milisekunda,ms,/mɪz/
1155,hudební,musical,/mjuːzɪkəl/
1156,buzík,nancy,/nænsiː/
1157,síťování,networking,/neɪtwɜːrkɪŋ/
1158,jednotka síly,newton,/nuːtən/
1159,ne,non,/nɑːn/
1160,ani,nor,/nɔːr/
1161,severovýchodní,northeast,/nɔːrθiːst/
1162,uvědoměn(ý),notified,/nəʊtəfaɪd/
1163,nova,nova,/nəʊvə/
1164,oáza,oasis,/əʊeɪsɪs/
1165,olympijský,olympic,/əʊlɪmpɪk/
1166,omega,omega,/əʊmeɪgə/
1167,optimalizace,optimization,/ɑːptəməzeɪʃən/
1168,organizační,organizational,/ɔːrgənəzeɪʃənəl/
1169,kost,os,/ɑːs/
1170,přesáhnout,outreach,/aʊtriːʧ/
1171,zámořský,overseas,/əʊvɜːrsiːz/
1172,přehled,overview,/əʊvɜːrvjuː/
1173,vlastněný,owned,/əʊnd/
1174,malovaný,painted,/peɪntɪd/
1175,podílející se,participating,/pɑːrtɪsəpeɪtɪŋ/
1176,ks,pcs,/piːsiːz/
1177,čurání,peeing,/piːɪŋ/
1178,hruškové víno,perry,/peɪriː/
1179,uzpůsobený osobním potřebám,personalized,/pɜːrsənəlaɪzd/
1180,fénix,phoenix,/fiːnɪks/
1181,fyziologie,physiology,/fɪziːɑːləʤiː/
1182,pí,pi,/paɪ/
1183,chcaní,pissing,/pɪsɪŋ/
1184,platina,platinum,/plætnəm/
1185,zásuvný modul,plugin,/plʌgɪn/
1186,papež,pope,/pəʊp/
1187,porno,porno,/pɔːrnəʊ/
1188,portugalský,portuguese,/pɔːrʧəgiːz/
1189,potenciálně,potentially,/pəteɪnʃəliː/
1190,hrnčíř,potter,/pɑːtɜːr/
1191,před,pre,/priː/
1192,těhotenství,pregnancy,/preɪgnənsiː/
1193,vytištěný,printed,/prɪntɪd/
1194,zpracovaný,processed,/prɑːsɛst/
1195,programování,programming,/prəʊgræmɪŋ/
1196,promítačka,projector,/prəʤeɪktɜːr/
1197,dokázaný,proved,/pruːvd/
1198,na základě něčeho,pursuant,/pɜːrsuːənt/
1199,kvantum,quantum,/kwɑːntəm/
1200,citovaný,quoted,/kwəʊtɪd/
1201,jmenovitý,rated,/reɪtɪd/
1202,dojetí,reaching,/riːʧɪŋ/
1203,realizovaný,realized,/riːəlaɪzd/
1204,nemovitost,realty,/riːəltiː/
1205,čidlo,receptor,/riːseɪptɜːr/
1206,doporučený,recommended,/rɛkəmeɪndɪd/
1207,zaznamenaný,recorded,/rəkɔːrdɪd/
1208,rekreační,recreational,/rɛkriːeɪʃənəl/
1209,rekrutování,recruiting,/rəkruːtɪŋ/
1210,redukování,reducing,/rəduːsɪŋ/
1211,odkazovaný,referred,/rəfɜːrd/
1212,refinancovat,refinance,/riːfənæns/
1213,odmítnutý,rejected,/rɪʤeɪktɪd/
1214,vztahující se,relating,/rɪleɪtɪŋ/
1215,zůstal,remained,/rɪmeɪnd/
1216,odstraňování,removing,/riːmuːvɪŋ/
1217,reprezentovaný,represented,/rɛprɪzeɪntɪd/
1218,požadující,requiring,/riːkwaɪɜːrɪŋ/
1219,vrácení,returning,/rɪtɜːrnɪŋ/
1220,práva,rights,/raɪts/
1221,chechtáky,rocks,/rɑːks/
1222,rozumím,roger,/rɑːʤɜːr/
1223,ruleta,roulette,/ruːleɪt/
1224,směrovač,router,/ruːtɜːr/
1225,tulák,rover,/rəʊvɜːr/
1226,soucit,ruth,/ruːθ/
1227,písečný,sandy,/sændiː/
1228,odškodné,damages,/dæməʤəz/
1229,bez,san,/sæn/
1230,střadatel,saver,/seɪvɜːr/
1231,sezónní,seasonal,/siːzənəl/
1232,minutka,sec,/seɪk/
1233,zabezpečený,secured,/sɪkjʊrd/
1234,vidící,seeing,/siːɪŋ/
1235,hledač,seeker,/siːkɜːr/
1236,hledající,seeking,/siːkɪŋ/
1237,vybraný,selected,/səleɪktɪd/
1238,část klanu,sept,/seɪpt/
1239,pst,sh,/ʃ/
1240,sdílený,shared,/ʃeɪrd/
1241,shareware,shareware,/ʃeɪrwɛr/
1242,hermafrodit,shemale,N/A
1243,měl by,should,/ʃʊd/
1244,pohoří,sierra,/siːeɪrə/
1245,sigma,sigma,/sɪgmə/
1246,význam,significance,/səgnɪfɪkəns/
1247,křemík,silicon,/sɪləkən/
1248,podobně,similarly,/sɪməlɜːrliː/
1249,otrok,slave,/sleɪv/
1250,coura,slut,/slʌt/
1251,sluneční,solar,/səʊlɜːr/
1252,řešící,solving,/sɑːlvɪŋ/
1253,sovět(ský),soviet,/səʊviːət/
1254,prostorový,spatial,/speɪʃəl/
1255,sponzorovaný,sponsored,/spɑːnsɜːrd/
1256,sportovní,sporting,/spɔːrtɪŋ/
1257,nehybný,static,/stætɪk/
1258,statistický,statistical,/stətɪstɪkəl/
1259,statistické údaje,stats,/stæts/
1260,zůstávající,staying,/steɪɪŋ/
1261,řízení,steering,/stɪrɪŋ/
1262,šterlink,sterling,/stɜːrlɪŋ/
1263,stál,stood,/stʊd/
1264,strategický,strategic,/strətiːʤɪk/
1265,o poznání,streets,/striːts/
1266,síla,strength,/streɪŋkθ/
1267,silně,strongly,/strɔːŋliː/
1268,střádající hráč,sub,/sʌb/
1269,publikování,syndication,/sɪndɪkeɪʃən/
1270,soubor příznaků (choroby),syndrome,/sɪndrəʊm/
1271,slučování,synthesis,/sɪnθəsəs/
1272,označený,tagged,/tægd/
1273,místo odpalu míčku,tee,/tiː/
1274,terorismus,terrorism,/teɪrɜːrɪzəm/
1275,froté,terry,/teɪriː/
1276,vyzkoušený,tested,/teɪstɪd/
1277,teoretický,theoretical,/θiːɜːreɪtɪkəl/
1278,toho,thereof,/ðɛrʌv/
1279,názory,thoughts,/θɔːts/
1280,tvůj,thy,/ðaɪ/
1281,prst na noze,toe,/təʊ/
1282,snobský,tony,/təʊniː/
1283,nahoře bez,topless,/tɑːpləs/
1284,stopař,tracker,/trækɜːr/
1285,převedený,transferred,/trənsfɜːrd/
1286,tropický,tropical,/trɑːpɪkəl/
1287,namáhavý,trying,/traɪɪŋ/
1288,turbo,turbo,/tɜːrbəʊ/
1289,soustružník,turner,/tɜːrnɜːr/
1290,nakonec,ultimately,/ʌltəmətliː/
1291,nedefinovaný,undefined,/əndɪfaɪnd/
1292,jednotný,united,/juːnaɪtɪd/
1293,neomezený,unlimited,/ənlɪmətɪd/
1294,nepodepsaný,unsigned,/ənsaɪnd/
1295,aktualizovaný,updated,/əpdeɪtɪd/
1296,uživatelské jméno,username,/juːzɜːrneɪm/
1297,pomocí,using,/juːzɪŋ/
1298,proměnná,variable,/veɪriːəbəl/
1299,ověřený,verified,/veɪrəfaɪd/
1300,vibrátor,vibrator,/vaɪbreɪtɜːr/
1301,vinyl,vinyl,/vaɪnəl/
1302,virginský,virginia,/vɜːrʤɪnjə/
1303,viditelný,visible,/vɪzəbəl/
1304,navštívený,visited,/vɪzɪtɪd/
1305,chodec,walker,/wɔːkɜːr/
1306,wellness,wellness,/weɪlnəs/
1307,výrobce,wright,/raɪt/
1308,hurá,yahoo,/jɑːhuː/
